Date,US - SPX,SPX,SPX resampleW ma50,SPX resampleW ma100,SPX resampleW ma200
2024-02-18,5005.56982421875,5005.56982421875,4813.1222265625,4591.116411132813,4485.098502197266
2024-02-25,5088.7998046875,5088.7998046875,4848.55021484375,4621.089907226563,4503.632497558594
2024-03-03,5137.080078125,5137.080078125,4886.964814453125,4662.115302734375,4527.647646484375
2024-03-10,5123.68994140625,5123.68994140625,4924.016005859375,4700.5869970703125,4551.368046875
2024-03-17,5117.08984375,5117.08984375,4962.889794921875,4742.2119921875,4575.88314453125
2024-03-24,5234.18017578125,5234.18017578125,5009.66677734375,4793.433686523437,4599.820141601563
2024-03-31,5254.35009765625,5254.35009765625,5046.773779296875,4833.517197265625,4618.4469921875
2024-04-07,5204.33984375,5204.33984375,5082.939580078125,4875.315102539063,4638.681396484375
2024-04-14,5123.41015625,5123.41015625,5111.1741796875,4910.93310546875,4659.142749023437
2024-04-21,4967.22998046875,4967.22998046875,5118.311982421875,4934.9155078125,4674.081252441406
2024-04-28,5099.9599609375,5099.9599609375,5124.332177734375,4959.743803710938,4689.929602050781
2024-05-05,5127.7900390625,5127.7900390625,5129.98419921875,4984.603608398437,4703.446052246094
2024-05-12,5222.68017578125,5222.68017578125,5141.7908203125,5010.4126171875,4719.610104980468
2024-05-19,5303.27001953125,5303.27001953125,5157.1472265625,5037.092216796875,4737.499604492187
2024-05-26,5304.72021484375,5304.72021484375,5172.675625,5063.659912109375,4757.717905273437
2024-06-02,5277.509765625,5277.509765625,5181.002431640625,5085.977006835938,4773.845505371094
2024-06-09,5346.990234375,5346.990234375,5190.657421875,5113.56419921875,4797.330505371094
2024-06-16,5431.60009765625,5431.60009765625,5209.8544140625,5143.039096679688,4821.698056640625
2024-06-23,5464.6201171875,5464.6201171875,5232.2698046875,5166.2034912109375,4841.012653808593
2024-06-30,5460.47998046875,5460.47998046875,5269.88,5193.805390625,4866.08740234375
2024-07-07,5567.18994140625,5567.18994140625,5310.45619140625,5214.950385742188,4887.147001953125
2024-07-14,5615.35009765625,5615.35009765625,5362.69140625,5244.677392578125,4917.896901855469
2024-07-21,5505.0,5505.0,5409.840595703125,5272.013505859375,4950.4574047851565
2024-07-28,5459.10009765625,5459.10009765625,5436.102001953125,5290.947109375,4980.50765625
2024-08-04,5346.56005859375,5346.56005859375,5449.651201171875,5307.278315429688,5007.6542065429685
2024-08-11,5344.16015625,5344.16015625,5446.3866015625,5312.59591796875,5032.065854492187
2024-08-18,5554.25,5554.25,5464.18142578125,5324.940625,5064.444006347656
2024-08-25,5634.60986328125,5634.60986328125,5487.669033203125,5343.695322265625,5097.232561035156
2024-09-01,5648.39990234375,5648.39990234375,5503.1972265625,5364.693715820313,5127.931960449218
2024-09-08,5408.419921875,5408.419921875,5505.220029296875,5378.85271484375,5147.631909179688
2024-09-15,5626.02001953125,5626.02001953125,5510.780224609375,5405.651806640625,5172.584506835938
2024-09-22,5702.5498046875,5702.5498046875,5518.113212890625,5434.605708007813,5199.906706542969
2024-09-29,5738.169921875,5738.169921875,5530.3266015625,5466.910600585938,5228.548605957031
2024-10-06,5751.06982421875,5751.06982421875,5553.9321875,5492.892895507813,5254.057055664062
2024-10-13,5815.02978515625,5815.02978515625,5584.054775390625,5516.601489257812,5279.513752441406
2024-10-20,5864.669921875,5864.669921875,5642.694580078125,5543.768491210937,5306.7203515625
2024-10-27,5808.1201171875,5808.1201171875,5682.67796875,5571.427495117187,5333.876198730469
2024-11-03,5728.7998046875,5728.7998046875,5701.742958984375,5592.5701953125,5359.146997070313
2024-11-10,5995.5400390625,5995.5400390625,5728.377763671875,5614.0351953125,5384.524895019531
2024-11-17,5870.6201171875,5870.6201171875,5772.003369140625,5638.61169921875,5410.9988940429685
2024-11-24,5969.33984375,5969.33984375,5810.068974609375,5660.424599609375,5434.984592285156
2024-12-01,6032.3798828125,6032.3798828125,5838.87998046875,5677.316499023437,5455.173994140625
2024-12-08,6090.27001953125,6090.27001953125,5873.424384765625,5699.939692382813,5481.520297851563
2024-12-15,6051.08984375,6051.08984375,5906.532587890625,5726.713891601563,5505.879050292969
2024-12-22,5930.85009765625,5930.85009765625,5927.023603515625,5751.855693359375,5526.808952636719
2024-12-29,5970.83984375,5970.83984375,5940.822197265625,5779.885087890625,5544.010600585938
2025-01-05,5942.47021484375,5942.47021484375,5944.587587890625,5803.8073828125,5559.031052246094
2025-01-12,5827.0400390625,5827.0400390625,5952.40318359375,5820.233276367188,5572.586950683593
2025-01-19,5996.66015625,5996.66015625,5967.7933984375,5835.548979492188,5589.622150878906
2025-01-26,6101.240234375,6101.240234375,5981.295810546875,5854.836787109375,5607.572802734375
2025-02-02,6040.52978515625,6040.52978515625,5990.105400390625,5881.054384765625,5629.953549804687
2025-02-09,6025.990234375,6025.990234375,6001.26,5905.664487304687,5655.658146972656
2025-02-16,6114.6298828125,6114.6298828125,6007.846796875,5926.809389648438,5680.707548828125
2025-02-23,6013.1298828125,6013.1298828125,6009.89939453125,5941.661889648438,5701.499096679688
2025-03-02,5954.5,5954.5,5998.62619140625,5952.579389648437,5720.087893066407
2025-03-09,5770.2001953125,5770.2001953125,5982.314990234375,5954.669296875,5733.100893554688
2025-03-16,5638.93994140625,5638.93994140625,5942.653193359375,5942.392392578125,5740.287292480469
2025-03-23,5667.56005859375,5667.56005859375,5917.022412109375,5933.576298828125,5749.917995605469
2025-03-30,5580.93994140625,5580.93994140625,5900.14919921875,5929.046196289062,5759.040795898438
2025-04-06,5074.080078125,5074.080078125,5844.11259765625,5911.647202148438,5760.298647460938
2025-04-13,5363.35986328125,5363.35986328125,5760.945185546875,5873.826196289063,5754.255346679687
2025-04-20,5282.7001953125,5282.7001953125,5705.476005859375,5851.452900390625,5751.578649902343
2025-04-27,5525.2099609375,5525.2099609375,5636.18259765625,5820.512998046875,5746.922399902343
2025-05-04,5686.669921875,5686.669921875,5582.752607421875,5797.09740234375,5746.008547363282
2025-05-11,5659.91015625,5659.91015625,5551.615810546875,5776.086899414063,5748.280595703125
2025-05-18,5958.3798828125,5958.3798828125,5558.3180078125,5771.922998046875,5759.846594238281
2025-05-25,5802.81982421875,5802.81982421875,5584.635,5766.324096679688,5773.104592285156
2025-06-01,5911.68994140625,5911.68994140625,5605.2337890625,5766.6676953125,5785.2375390625
2025-06-08,6000.35986328125,6000.35986328125,5629.831982421875,5770.176293945313,5796.3446362304685
2025-06-15,5976.97021484375,5976.97021484375,5667.8123828125,5773.307290039063,5806.59013671875
2025-06-22,5967.83984375,5967.83984375,5736.79078125,5769.766689453125,5814.121137695312
2025-06-29,6173.06982421875,6173.06982421875,5809.44458984375,5772.869892578125,5829.579738769531
2025-07-06,6279.35009765625,6279.35009765625,5887.551982421875,5779.877993164063,5842.771240234375
2025-07-13,6259.75,6259.75,5963.222978515625,5788.301591796875,5857.555490722656
2025-07-20,6296.7900390625,6296.7900390625,6028.283173828125,5798.1269921875,5871.119841308594
2025-07-27,6388.64013671875,6388.64013671875,6089.088193359375,5819.617197265625,5886.591545410156
2025-08-03,6238.009765625,6238.009765625,6129.667783203125,5849.185893554688,5900.925246582031
2025-08-10,6389.4501953125,6389.4501953125,6177.75,5886.152797851562,5913.324846191406
2025-08-17,6449.7998046875,6449.7998046875,6227.812998046875,5924.31439453125,5928.742595214844
2025-08-24,6466.91015625,6466.91015625,6269.548798828125,5961.49869140625,5944.6876953125
2025-08-31,6460.259765625,6460.259765625,6316.14578125,6016.617583007813,5959.4659423828125
2025-09-07,6481.5,6481.5,6349.546376953125,6064.3805859375,5969.103391113281
2025-09-14,6584.2900390625,6584.2900390625,6384.88818359375,6126.3041796875,5984.925991210937
2025-09-21,6664.35986328125,6664.35986328125,6421.6909765625,6185.467778320312,6000.472238769531
2025-09-28,6643.7001953125,6643.7001953125,6459.76958984375,6237.127583007812,6014.913041992188
2025-10-05,6715.7900390625,6715.7900390625,6496.924384765625,6287.985385742188,6031.001643066406
2025-10-12,6552.509765625,6552.509765625,6529.817373046875,6326.767080078125,6049.5087890625
2025-10-19,6664.009765625,6664.009765625,6564.03677734375,6365.884384765625,6066.177241210938
2025-10-26,6791.68994140625,6791.68994140625,6595.1613671875,6406.69728515625,6086.7919921875
2025-11-02,6840.2001953125,6840.2001953125,6640.019580078125,6450.337490234375,6111.516240234375
2025-11-09,6728.7998046875,6728.7998046875,6670.289580078125,6488.423784179688,6129.919287109375
2025-11-16,6734.10986328125,6734.10986328125,6704.16798828125,6526.857182617187,6148.468586425781
2025-11-23,6602.990234375,6602.990234375,6711.40958984375,6548.14888671875,6162.746640625
2025-11-30,6849.08984375,6849.08984375,6724.976591796875,6569.49478515625,6177.345637207031
2025-12-07,6870.39990234375,6870.39990234375,6744.2069921875,6598.524887695313,6195.33708984375
2025-12-14,6827.41015625,6827.41015625,6761.85078125,6625.86318359375,6218.001340332031
2025-12-21,6834.5,6834.5,6767.61017578125,6646.582578125,6241.921037597656
2025-12-28,6929.93994140625,6929.93994140625,6790.16357421875,6671.01998046875,6267.39173828125
2026-01-04,6858.47021484375,6858.47021484375,6805.011396484375,6691.5998828125,6292.670290527344
2026-01-11,6966.27978515625,6966.27978515625,6818.2105859375,6715.356982421875,6323.198188476563
2026-01-18,6940.009765625,6940.009765625,6829.71939453125,6742.042387695313,6355.801789550781
2026-01-25,6915.60986328125,6915.60986328125,6838.191396484375,6757.962192382813,6387.289887695312
2026-02-01,6939.02978515625,6939.02978515625,6857.658583984375,6782.685888671875,6428.979135742187
2026-02-08,6932.2998046875,6932.2998046875,6885.68498046875,6799.445688476562,6469.512534179688
2026-02-15,6964.81982421875,6964.81982421875,6889.663779296875,6803.0262890625,6477.457333984375
